id,title,slug,type,categories,info,latitude,longitude,city_location,branch_id,cash_in,atm_currencies,date
3335,"""Sadarak"" branch",sederek-filiali_3333,branch,"branches, atms","Address: Baku city, Garadagh district, inside ""Saderak"" Trade Center Phone: 144 E-mail: Sadarak@bankrespublika.az",40.330608,49.7836361,baku,50.0,,azn usd eur,2023-06-07 16:18:00
4479,ATM Goychay branch,goycay-filiali_4477,atm,atms,"Address: 2D Mehdi Huseynzade Street, Goychay city",40.6420662,47.7451923,regions,,1.0,,2025-11-18 12:23:00
4452,"ATM ""Gabala"" branch",atm-qebele-filiali_4450,atm,atms,"Address: Gabala city, I.B. Gutgashinli street, 204-210",40.9750481,47.8414498,regions,,,,2025-10-14 17:43:00
4397,ATM Beylagan,atm-beyleqan_4395,atm,atms,"Address: Beylagan city, Sardar Imraliyev street, entrance 292A",39.7701636,47.6137369,regions,,,,2025-07-15 15:19:00
4318,ATM - SABAH FOOTBALL CENTER,atm-sabah-futbol-merkezi_4316,atm,atms,"Address: Baku city, Shuvalan, Lev Starchuk street, House 19D",40.4960271,50.1958296,baku,,1.0,azn usd eur,2025-04-11 19:41:00
4229,ATM Goranboy branch,atm-goranboy-filiali_4227,atm,atms,"Address: Goranboy city, Heydar Aliyev avenue",40.604569,46.785136,regions,,,,2024-12-19 17:28:00
4209,ATM CRESCENT MALL,atm-crescent-mall_4207,atm,atms,"Baku, Neftchilar Avenue, 117",40.3723597,49.8577983,baku,,1.0,azn usd eur,2024-12-05 20:15:00
4193,"ATM "" Fizuli"" branch",atm-fuzuli-filiali_4191,atm,atms,"Address: Fizuli city, Heydar Aliyev Avenue",39.59948,47.150647,regions,,,,2024-11-20 17:08:00
4142,ATM CITY PARK MALL,atm-city-park-mall_4140,atm,atms,"Baku city, Babek avenue, 28",40.389561,49.872136,baku,,,,2024-10-09 19:15:00
4139,ATM Kohna Gunashli,atm-kohne-gunesli_4137,atm,atms,"Baku city, Khatai district, Inqilab Ismayilov street, 5C (Megastore Gunashli)",40.36304,49.969359,baku,,,azn usd,2024-10-08 12:56:00
4126,"ATM ""Sadarak"" TRADE CENTER",atm-sederek-filiali_4124,atm,atms,"Baku city, Lokbatan settl. ""Sadarak"" Shopping center",40.330608,49.7836361,baku,,1.0,azn,2024-09-27 15:52:00
3940,ATM Rakhat Market INGILAB,atm-rahat-market-hasan-aliyev_3938,atm,atms,"Address: Baku city, Hasan Aliyev street, 13 (opposite the Rakhat Market)",40.397842,49.828625,baku,,,azn,2024-04-22 12:58:00
3859,ATM Kara Karayev,atm-qara-qarayev_3857,atm,atms,"Baku, Nizami district, Ali Hajiyev str? 47a (Gloria Market, 24 hours a day)",40.417176,49.932995,baku,,,,2024-02-16 18:27:00
